event_id,calculated_risk_score_ai,final_decision,decision_reason
EVT_13796,16.3,ALLOW,Low AI risk (16/100). Request matches baseline behaviour.
EVT_13797,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13798,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13799,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13800,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13801,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13802,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13803,90.0,BLOCK,Critical AI risk (90/100). High probability of active compromise.
EVT_13804,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13805,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13806,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13807,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13808,2.4,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_13809,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13810,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13811,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13812,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13813,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13814,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13815,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13816,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13817,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13818,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13819,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13820,65.6,CHALLENGE,Medium AI risk (66/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_13821,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13822,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13823,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13824,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13825,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13826,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13827,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13828,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13829,19.8,CHALLENGE,Low AI risk (20/100) overridden by policy: access from public internet requires step-up MFA.
EVT_13830,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13831,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13832,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13833,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13834,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13835,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13836,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13837,11.3,ALLOW,Low AI risk (11/100). Request matches baseline behaviour.
EVT_13838,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13839,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_13840,10.9,ALLOW,Low AI risk (11/100). Request matches baseline behaviour.
EVT_13841,35.8,ALLOW,Low AI risk (36/100). Request matches baseline behaviour.
EVT_13842,95.5,BLOCK,Critical AI risk (96/100). High probability of active compromise.
EVT_13843,99.0,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13844,99.3,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13845,99.3,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13846,99.4,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13847,99.4,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13848,99.3,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13849,99.4,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13850,99.3,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13851,99.3,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13852,99.3,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13853,99.4,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13854,99.4,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13855,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13856,99.3,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13857,99.3,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13858,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13859,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13860,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13861,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13862,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13863,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13864,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13865,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13866,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13867,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13868,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13869,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13870,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13871,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13872,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13873,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13874,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13875,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13876,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13877,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13878,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13879,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13880,8.5,ALLOW,Low AI risk (8/100). Request matches baseline behaviour.
EVT_13881,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13882,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13883,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_13884,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13885,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13886,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13887,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13888,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13889,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13890,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13891,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13892,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13893,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13894,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13895,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13896,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13897,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13898,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13899,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13900,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13901,96.2,BLOCK,Critical AI risk (96/100). High probability of active compromise.
EVT_13902,97.0,BLOCK,Critical AI risk (97/100). High probability of active compromise.
EVT_13903,98.9,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13904,99.3,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_13905,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13906,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13907,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13908,2.8,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_13909,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13910,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13911,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13912,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13913,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13914,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13915,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13916,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13917,2.2,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_13918,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13919,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13920,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13921,54.8,CHALLENGE,Medium AI risk (55/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_13922,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13923,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13924,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13925,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13926,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13927,1.9,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_13928,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13929,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13930,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13931,1.8,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_13932,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13933,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13934,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13935,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13936,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13937,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13938,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13939,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13940,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13941,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13942,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13943,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13944,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13945,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13946,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13947,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13948,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13949,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13950,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13951,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13952,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13953,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13954,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13955,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13956,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13957,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13958,12.1,CHALLENGE,Low AI risk (12/100) overridden by policy: access from public internet requires step-up MFA.
EVT_13959,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13960,5.9,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_13961,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13962,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13963,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13964,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13965,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13966,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13967,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13968,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13969,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13970,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13971,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13972,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13973,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13974,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13975,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13976,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13977,9.5,CHALLENGE,Low AI risk (10/100) overridden by policy: access from public internet requires step-up MFA.
EVT_13978,3.2,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_13979,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13980,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13981,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13982,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13983,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13984,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13985,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13986,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13987,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13988,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13989,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13990,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13991,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13992,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13993,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13994,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13995,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_13996,13.0,CHALLENGE,Low AI risk (13/100) overridden by policy: access from public internet requires step-up MFA.
EVT_13997,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_13998,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_13999,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14000,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14001,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14002,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14003,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14004,99.4,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_14005,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14006,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14007,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14008,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14009,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14010,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14011,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14012,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14013,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14014,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14015,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14016,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14017,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14018,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14019,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14020,2.8,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_14021,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14022,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14023,55.8,CHALLENGE,Medium AI risk (56/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_14024,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14025,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14026,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14027,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14028,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14029,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14030,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14031,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14032,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14033,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14034,64.3,CHALLENGE,Medium AI risk (64/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_14035,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14036,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14037,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14038,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14039,1.8,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_14040,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14041,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14042,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14043,2.4,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_14044,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14045,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14046,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14047,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14048,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14049,1.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_14050,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14051,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14052,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14053,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14054,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14055,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14056,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14057,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14058,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14059,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14060,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_14061,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14062,2.2,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_14063,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14064,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14065,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14066,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14067,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14068,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14069,70.4,CHALLENGE,Medium AI risk (70/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_14070,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14071,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14072,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14073,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14074,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14075,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14076,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14077,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14078,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14079,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14080,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14081,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14082,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14083,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14084,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14085,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14086,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14087,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14088,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14089,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14090,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14091,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14092,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14093,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14094,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14095,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14096,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14097,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14098,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14099,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14100,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14101,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14102,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14103,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14104,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14105,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14106,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14107,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14108,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14109,1.8,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_14110,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14111,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14112,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14113,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14114,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14115,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14116,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14117,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14118,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14119,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14120,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14121,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14122,92.5,BLOCK,Critical AI risk (92/100). High probability of active compromise.
EVT_14123,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14124,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14125,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14126,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14127,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14128,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14129,1.4,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14130,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14131,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_14132,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_14133,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14134,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_14135,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
